"signal" "activity" "subject_id" "average_mean" "average_std_dev"
"fBodyAcc-X" "STANDING" 25 -0.990093202837838 -0.992851743243243
"fBodyAcc-X" "STANDING" 26 -0.991993372297297 -0.993702408378378
"fBodyAcc-X" "STANDING" 27 -0.99012181225 -0.99287582525
"fBodyAcc-X" "STANDING" 28 -0.97251980164557 -0.98026749
"fBodyAcc-X" "STANDING" 29 -0.995024039692308 -0.996604570307692
"fBodyAcc-X" "STANDING" 30 -0.972014050847458 -0.980426575762712
"fBodyAcc-X" "WALKING" 1 -0.202794306326316 -0.319134719578947
"fBodyAcc-X" "WALKING" 2 -0.346048161016949 -0.457651383728814
"fBodyAcc-X" "WALKING" 3 -0.316614011689655 -0.379276781206897
"fBodyAcc-X" "WALKING" 4 -0.426719449666667 -0.447234929666667
"fBodyAcc-X" "WALKING" 5 -0.287782607410714 -0.297517355196429
"fBodyAcc-X" "WALKING" 6 -0.187934323140351 -0.34522769
"fBodyAcc-X" "WALKING" 7 -0.343048405789474 -0.322034908070175
"fBodyAcc-X" "WALKING" 8 -0.247389011875 -0.148386858858333
"fBodyAcc-X" "WALKING" 9 -0.294711163653846 -0.218019977423077
"fBodyAcc-X" "WALKING" 10 -0.114190001283019 -0.206366497226415
"fBodyAcc-X" "WALKING" 11 -0.396533731864407 -0.433703311525424
"fBodyAcc-X" "WALKING" 12 -0.05435763951 -0.160707260634
"fBodyAcc-X" "WALKING" 13 -0.335030121052632 -0.353299848947368
"fBodyAcc-X" "WALKING" 14 -0.421498172542373 -0.395859985762712
"fBodyAcc-X" "WALKING" 15 -0.31744092037037 -0.332520626851852
"fBodyAcc-X" "WALKING" 16 -0.394790433529412 -0.409070488039216
"fBodyAcc-X" "WALKING" 17 -0.360991674918033 -0.304806274098361
"fBodyAcc-X" "WALKING" 18 -0.37147515625 -0.378068199285714
"fBodyAcc-X" "WALKING" 19 -0.0299815666923077 -0.0578820787019231
"fBodyAcc-X" "WALKING" 20 -0.147404272166667 -0.234985644352941
"fBodyAcc-X" "WALKING" 21 -0.273496158519231 -0.308547185288462
"fBodyAcc-X" "WALKING" 22 -0.0994928588891304 0.0243958191369565
"fBodyAcc-X" "WALKING" 23 -0.275404187920339 -0.329807279830508
"fBodyAcc-X" "WALKING" 24 -0.492419802586207 -0.462733639137931
"fBodyAcc-X" "WALKING" 25 -0.609038908918919 -0.591449956486486
"fBodyAcc-X" "WALKING" 26 -0.321959549661017 -0.34799792561017
"fBodyAcc-X" "WALKING" 27 -0.308702374385965 -0.365256349298246
"fBodyAcc-X" "WALKING" 28 -0.280062182962963 -0.298832423148148
"fBodyAcc-X" "WALKING" 29 -0.135819505761321 -0.190355976849057
"fBodyAcc-X" "WALKING" 30 -0.351402910907692 -0.344928112461538
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 1 0.0382291831510204 0.0243308391387755
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 2 0.112841160325532 0.0161046198595745
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 3 -0.0421706943244898 -0.0654417192653061
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 4 -0.0722392276888889 0.0390098262533333
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 5 0.0984320090212766 0.336554724893617
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 6 0.328308506041667 0.403369766666667
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 7 0.0443428315319149 0.0730110797851064
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 8 0.136590199860526 -0.0260463260078947
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 9 0.103128506197619 0.250488758869048
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 10 0.215665273157895 0.324957743157895
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 11 0.0351937228130435 0.179906764395652
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 12 0.0235049348717391 0.0483347068913043
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 13 -0.0726602663212766 -0.0680436217021277
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 14 0.0212541553977778 0.0140826092322222
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 15 0.235309825547619 0.466325681428571
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 16 0.0368263528276596 0.266115492098298
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 17 -0.0226239171245652 0.258941676302174
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 18 -0.350086793272727 -0.285535871636364
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 19 0.537012022051282 0.658506543333333
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 20 -0.0343309987555556 0.113033424261778
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 21 0.104323529982222 0.266987750733333
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 22 0.195348406222222 0.402891960277778
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 23 0.205428216353704 -0.0282962478037037
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 24 -0.222324293454545 -0.0349085946785455
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 25 -0.372245192931034 -0.213028874331034
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 26 0.022800096142 0.22678384386
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 27 0.0829831545090909 0.194912716568182
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 28 0.0890721752173913 0.137797082826087
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 29 0.110663200244167 0.187438624270833
"fBodyAcc-X" "WALKING_DOWNSTAIRS" 30 -0.106966957087097 -0.0405257091567742
"fBodyAcc-X" "WALKING_UPSTAIRS" 1 -0.404321784150943 -0.337428188679245
"fBodyAcc-X" "WALKING_UPSTAIRS" 2 -0.266720933270833 -0.320582414375
"fBodyAcc-X" "WALKING_UPSTAIRS" 3 -0.392004211474576 -0.285333024050847
"fBodyAcc-X" "WALKING_UPSTAIRS" 4 -0.294488270365385 -0.173217219014423
"fBodyAcc-X" "WALKING_UPSTAIRS" 5 -0.161485339978723 -0.00473819670425532
"fBodyAcc-X" "WALKING_UPSTAIRS" 6 -0.131075372803922 -0.0211335627276471
"fBodyAcc-X" "WALKING_UPSTAIRS" 7 -0.336199426470588 -0.279870086215686
"fBodyAcc-X" "WALKING_UPSTAIRS" 8 -0.166411065387805 -0.175284990170732
"fBodyAcc-X" "WALKING_UPSTAIRS" 9 -0.342735952653061 -0.369815777346939
"fBodyAcc-X" "WALKING_UPSTAIRS" 10 -0.139410790617021 -0.171957349438298
"fBodyAcc-X" "WALKING_UPSTAIRS" 11 -0.355348902222222 -0.198733655611111
"fBodyAcc-X" "WALKING_UPSTAIRS" 12 -0.321447925192308 -0.278929748076923
"fBodyAcc-X" "WALKING_UPSTAIRS" 13 -0.382460736363636 -0.266081292363636
"fBodyAcc-X" "WALKING_UPSTAIRS" 14 -0.323508442240741 -0.304980247962963
"fBodyAcc-X" "WALKING_UPSTAIRS" 15 -0.0746328434375 -0.00838243761666667
"fBodyAcc-X" "WALKING_UPSTAIRS" 16 -0.474984014705882 -0.369636140980392
"fBodyAcc-X" "WALKING_UPSTAIRS" 17 -0.1397522212625 -0.0355381172854167
"fBodyAcc-X" "WALKING_UPSTAIRS" 18 -0.465097261896552 -0.350639840862069
"fBodyAcc-X" "WALKING_UPSTAIRS" 19 -0.15687949467775 -0.11993477534
"fBodyAcc-X" "WALKING_UPSTAIRS" 20 -0.140439074776471 -0.108444759592157
"fBodyAcc-X" "WALKING_UPSTAIRS" 21 -0.319169340234043 -0.213184048
"fBodyAcc-X" "WALKING_UPSTAIRS" 22 -0.0553996485285714 0.132048813464286
"fBodyAcc-X" "WALKING_UPSTAIRS" 23 -0.272605689568627 -0.234309548019608
"fBodyAcc-X" "WALKING_UPSTAIRS" 24 -0.395790553898305 -0.326165553050847
"fBodyAcc-X" "WALKING_UPSTAIRS" 25 -0.521649838769231 -0.437975786923077
"fBodyAcc-X" "WALKING_UPSTAIRS" 26 -0.242820756127273 -0.142843838381818
"fBodyAcc-X" "WALKING_UPSTAIRS" 27 -0.417607401176471 -0.253504065686275
"fBodyAcc-X" "WALKING_UPSTAIRS" 28 -0.266101343372549 -0.233726643921569
"fBodyAcc-X" "WALKING_UPSTAIRS" 29 -0.109793480008163 -0.0790625306306122
"fBodyAcc-X" "WALKING_UPSTAIRS" 30 -0.420402828153846 -0.326260358153846
"fBodyAcc-Y" "LAYING" 1 -0.86706520518 -0.8336255561
"fBodyAcc-Y" "LAYING" 2 -0.979800877916667 -0.981025105625
"fBodyAcc-Y" "LAYING" 3 -0.961169982903226 -0.964094604193548
"fBodyAcc-Y" "LAYING" 4 -0.938883374444444 -0.946380971111111
"fBodyAcc-Y" "LAYING" 5 -0.965419520961538 -0.972909186730769
"fBodyAcc-Y" "LAYING" 6 -0.923706791403509 -0.929711219929825
"fBodyAcc-Y" "LAYING" 7 -0.942193953846154 -0.922917902307692
"fBodyAcc-Y" "LAYING" 8 -0.951816663703704 -0.931236756962963
"fBodyAcc-Y" "LAYING" 9 -0.9343665984 -0.9128367508
"fBodyAcc-Y" "LAYING" 10 -0.954341849137931 -0.946229148258621
"fBodyAcc-Y" "LAYING" 11 -0.971403935438596 -0.973589287368421
"fBodyAcc-Y" "LAYING" 12 -0.951265971 -0.9506400405
"fBodyAcc-Y" "LAYING" 13 -0.965843757258064 -0.947462328225806
"fBodyAcc-Y" "LAYING" 14 -0.930366906078431 -0.905221049156863
"fBodyAcc-Y" "LAYING" 15 -0.962461124305556 -0.964590430138889
"fBodyAcc-Y" "LAYING" 16 -0.963635575142857 -0.937083636714286
"fBodyAcc-Y" "LAYING" 17 -0.954648102253521 -0.942791615915493
"fBodyAcc-Y" "LAYING" 18 -0.984909884615385 -0.986746450769231
"fBodyAcc-Y" "LAYING" 19 -0.972798824096386 -0.974832075662651
"fBodyAcc-Y" "LAYING" 20 -0.965595958382353 -0.964960988382353
"fBodyAcc-Y" "LAYING" 21 -0.960069247 -0.957258971111111
"fBodyAcc-Y" "LAYING" 22 -0.925524703472222 -0.912562856666667
"fBodyAcc-Y" "LAYING" 23 -0.982072295833333 -0.974304149166667
"fBodyAcc-Y" "LAYING" 24 -0.980830362083333 -0.984571808472222
"fBodyAcc-Y" "LAYING" 25 -0.78494581909589 -0.67238425569863
"fBodyAcc-Y" "LAYING" 26 -0.983664034342105 -0.983317083947368
"fBodyAcc-Y" "LAYING" 27 -0.982915951891892 -0.984269087972973
"fBodyAcc-Y" "LAYING" 28 -0.958436369 -0.94200397775
"fBodyAcc-Y" "LAYING" 29 -0.989034304057971 -0.990680395362319
"fBodyAcc-Y" "LAYING" 30 -0.959974274571429 -0.9535584
"fBodyAcc-Y" "SITTING" 1 -0.944084550425532 -0.917275006382979
"fBodyAcc-Y" "SITTING" 2 -0.957343498478261 -0.950073754130435
"fBodyAcc-Y" "SITTING" 3 -0.891907751346154 -0.8496556575
"fBodyAcc-Y" "SITTING" 4 -0.9057829318 -0.8894673494
"fBodyAcc-Y" "SITTING" 5 -0.921434735681818 -0.9022915301
"fBodyAcc-Y" "SITTING" 6 -0.928264365454545 -0.925676956
"fBodyAcc-Y" "SITTING" 7 -0.93149063375 -0.904629195833333
"fBodyAcc-Y" "SITTING" 8 -0.94421971826087 -0.923829969347826
"fBodyAcc-Y" "SITTING" 9 -0.911683219 -0.86761360746
"fBodyAcc-Y" "SITTING" 10 -0.9404502 -0.912838063018519
"fBodyAcc-Y" "SITTING" 11 -0.934503182830189 -0.920047161698113
"fBodyAcc-Y" "SITTING" 12 -0.942768016862745 -0.926033975686275
"fBodyAcc-Y" "SITTING" 13 -0.959673916122449 -0.933666502510204
"fBodyAcc-Y" "SITTING" 14 -0.932644766111111 -0.911591208203704
"fBodyAcc-Y" "SITTING" 15 -0.938926430779661 -0.919162700338983
"fBodyAcc-Y" "SITTING" 16 -0.961456685507246 -0.949829260434783
"fBodyAcc-Y" "SITTING" 17 -0.96992798921875 -0.959789141875
"fBodyAcc-Y" "SITTING" 18 -0.976538530350877 -0.974980068596491
"fBodyAcc-Y" "SITTING" 19 -0.960763181917808 -0.948053070136986
"fBodyAcc-Y" "SITTING" 20 -0.945198619242424 -0.935031700454545
"fBodyAcc-Y" "SITTING" 21 -0.968060947058824 -0.96756129
"fBodyAcc-Y" "SITTING" 22 -0.939546007903226 -0.926995253483871
"fBodyAcc-Y" "SITTING" 23 -0.953460406470588 -0.930781487205882
"fBodyAcc-Y" "SITTING" 24 -0.962773200147059 -0.954998005147059
"fBodyAcc-Y" "SITTING" 25 -0.959117259384615 -0.944842993230769
"fBodyAcc-Y" "SITTING" 26 -0.954299410641026 -0.937783538974359
"fBodyAcc-Y" "SITTING" 27 -0.974057855571429 -0.971266062714286
"fBodyAcc-Y" "SITTING" 28 -0.946351650416667 -0.939885478333333
"fBodyAcc-Y" "SITTING" 29 -0.969609501666667 -0.961693949333333
"fBodyAcc-Y" "SITTING" 30 -0.954076042258065 -0.933992577903226
"fBodyAcc-Y" "STANDING" 1 -0.977070847735849 -0.972293102075472
"fBodyAcc-Y" "STANDING" 2 -0.959871697407407 -0.957908842222222
"fBodyAcc-Y" "STANDING" 3 -0.908075353770492 -0.89243434852459
"fBodyAcc-Y" "STANDING" 4 -0.889549205 -0.857380281803571
"fBodyAcc-Y" "STANDING" 5 -0.890796360535714 -0.867933178017857
"fBodyAcc-Y" "STANDING" 6 -0.930336471754386 -0.921449111052632
"fBodyAcc-Y" "STANDING" 7 -0.941883783773585 -0.919118753018868
"fBodyAcc-Y" "STANDING" 8 -0.9500491 -0.936231722777778
"fBodyAcc-Y" "STANDING" 9 -0.944849431777778 -0.938790016888889
"fBodyAcc-Y" "STANDING" 10 -0.923378745227273 -0.921860476590909
"fBodyAcc-Y" "STANDING" 11 -0.968703072553191 -0.96350679
"fBodyAcc-Y" "STANDING" 12 -0.932775677704918 -0.922852028360656
"fBodyAcc-Y" "STANDING" 13 -0.959427618245614 -0.947179813157895
"fBodyAcc-Y" "STANDING" 14 -0.942178248333333 -0.926055903
"fBodyAcc-Y" "STANDING" 15 -0.943348788679245 -0.930286443396226
"fBodyAcc-Y" "STANDING" 16 -0.96931401525641 -0.958174310128205
"fBodyAcc-Y" "STANDING" 17 -0.97417056948718 -0.966427323846154
"fBodyAcc-Y" "STANDING" 18 -0.961239135479452 -0.952911994794521
"fBodyAcc-Y" "STANDING" 19 -0.952872872465753 -0.943193755068493
"fBodyAcc-Y" "STANDING" 20 -0.898194212465753 -0.872525409452055
"fBodyAcc-Y" "STANDING" 21 -0.949694904269663 -0.94354515752809
"fBodyAcc-Y" "STANDING" 22 -0.929161387619048 -0.923657558412698
"fBodyAcc-Y" "STANDING" 23 -0.962831825294118 -0.958042411176471
"fBodyAcc-Y" "STANDING" 24 -0.948970158405797 -0.934454791304348
"fBodyAcc-Y" "STANDING" 25 -0.959846189054054 -0.95417933
"fBodyAcc-Y" "STANDING" 26 -0.958402317837838 -0.947829677432432
"fBodyAcc-Y" "STANDING" 27 -0.961356141125 -0.954381606375
"fBodyAcc-Y" "STANDING" 28 -0.893430392658228 -0.87446926556962
"fBodyAcc-Y" "STANDING" 29 -0.973345770461538 -0.968278553076923
"fBodyAcc-Y" "STANDING" 30 -0.919475121186441 -0.885572781694915
"fBodyAcc-Y" "WALKING" 1 0.0897127264021053 0.056040006846
"fBodyAcc-Y" "WALKING" 2 -0.0219048103322034 -0.16921968620339
"fBodyAcc-Y" "WALKING" 3 -0.0813024353275862 -0.124030832001724
"fBodyAcc-Y" "WALKING" 4 -0.14939963344 -0.101799450565167
"fBodyAcc-Y" "WALKING" 5 0.00946037755178572 0.0426026830839286
"fBodyAcc-Y" "WALKING" 6 0.140781621991228 0.101699642168947
"fBodyAcc-Y" "WALKING" 7 -0.0641564202736842 -0.143721823263158
"fBodyAcc-Y" "WALKING" 8 0.316982393333333 0.32484493125
"fBodyAcc-Y" "WALKING" 9 -0.257677616153846 -0.223972558596154
"fBodyAcc-Y" "WALKING" 10 0.0533911909886792 -0.129775706316981
"fBodyAcc-Y" "WALKING" 11 -0.0830478435976271 -0.0966068285372881
"fBodyAcc-Y" "WALKING" 12 -0.071302455092 -0.20851528006
"fBodyAcc-Y" "WALKING" 13 0.0955150666694737 0.0921968931052632
"fBodyAcc-Y" "WALKING" 14 -0.174601844847458 -0.0542709972186441
"fBodyAcc-Y" "WALKING" 15 0.111321097159074 0.0805646237194445
"fBodyAcc-Y" "WALKING" 16 -0.321500667843137 -0.354370678627451
"fBodyAcc-Y" "WALKING" 17 -0.0650267622126229 -0.0556137930852459
"fBodyAcc-Y" "WALKING" 18 -0.24360627125 -0.267273644642857
"fBodyAcc-Y" "WALKING" 19 0.169258575663077 0.112615077990385
"fBodyAcc-Y" "WALKING" 20 0.403465950921569 0.438436341294118
"fBodyAcc-Y" "WALKING" 21 0.0338465813711538 -0.00256294245192308
"fBodyAcc-Y" "WALKING" 22 0.145367520371739 0.00386841059347826
"fBodyAcc-Y" "WALKING" 23 -0.0724367317966102 -0.202524061966102
"fBodyAcc-Y" "WALKING" 24 -0.203193741396552 -0.182766476862069
"fBodyAcc-Y" "WALKING" 25 -0.251880271094595 -0.170313804039189
"fBodyAcc-Y" "WALKING" 26 -0.146702156576271 -0.185725832305085
"fBodyAcc-Y" "WALKING" 27 -0.13678354122807 -0.267741550175439
"fBodyAcc-Y" "WALKING" 28 -0.127912276044444 -0.168789019540741
"fBodyAcc-Y" "WALKING" 29 -0.0349642325433962 -0.182068539584906
"fBodyAcc-Y" "WALKING" 30 -0.193856663907692 -0.215634315369231
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 1 0.00154990783591837 -0.112963739953061
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 2 0.278345041765957 0.171973972957447
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 3 -0.00770048300204082 -0.109722354322449
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 4 -0.129606639466667 -0.32253131772
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 5 0.0792280694042553 0.0268269875085106
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 6 0.339771173822917 0.283247837625
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 7 -0.145302311446808 -0.190187141297872
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 8 0.388412779763158 0.232184078052632
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 9 -0.183120455428571 -0.273561385142857
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 10 0.00904660360263158 -0.0633337717526316
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 11 0.0247508134326087 0.0262777181065217
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 12 0.150510001156522 0.016749510173913
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 13 -0.0364535247659574 -0.0924444167085106
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 14 0.3714824704 0.29363389996
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 15 0.167518099964286 0.1199936036
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 16 -0.134598352726809 -0.208680587882979
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 17 -0.130272514565217 -0.0860527358695652
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 18 -0.309049613818182 -0.273798158
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 19 0.494457802230769 0.427928785230769
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 20 0.524187686888889 0.560191344
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 21 0.181138042506667 0.277894323022222
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 22 0.225766560777778 0.167409716861111
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 23 0.0959432893981482 0.0432283686975926
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 24 -0.0861829752472727 -0.169191147529091
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 25 -0.196381053741379 -0.166842375587931
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 26 -0.006237000044 -0.078283777824
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 27 -0.0626729573068182 -0.17564706475
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 28 0.186441733869565 0.065301199843913
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 29 -0.02122937175 -0.239349053641667
"fBodyAcc-Y" "WALKING_DOWNSTAIRS" 30 -0.0216637054241935 -0.0934682613774194
"fBodyAcc-Y" "WALKING_UPSTAIRS" 1 -0.190976720811321 0.0217695106566038
"fBodyAcc-Y" "WALKING_UPSTAIRS" 2 0.00992445881854167 0.0848802791083333
"fBodyAcc-Y" "WALKING_UPSTAIRS" 3 -0.0788094156644068 -0.00803987529661017
"fBodyAcc-Y" "WALKING_UPSTAIRS" 4 -0.117109161492308 -0.101434446040385
"fBodyAcc-Y" "WALKING_UPSTAIRS" 5 0.0728903158085106 0.165037631180851
"fBodyAcc-Y" "WALKING_UPSTAIRS" 6 0.0978035099588235 0.159123777172549
"fBodyAcc-Y" "WALKING_UPSTAIRS" 7 -0.381590523137255 -0.341025552941176
"fBodyAcc-Y" "WALKING_UPSTAIRS" 8 0.263431399878049 0.30540146
"fBodyAcc-Y" "WALKING_UPSTAIRS" 9 -0.405022798163265 -0.297641062755102
